,date,name,link,from,to,amount,bod,nationality,year,year_str,year_ly,year_ly_str,merge,merge_ly,full_name,birthday_GMT,season_real,nationality_real,position,minutes_played_overall,minutes_played_home,minutes_played_away,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,season_str,merge_real,season_fifa,sofifa_id,short_name,long_name,age,dob,height_cm,weight_kg,nationality_fifa,club_name,league_name,league_rank,overall,potential,international_reputation,skill_moves,joined,contract_valid_until,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,season_str_fifa,merge_fifa,diff_season_real,diff_season_fifa
100,2017-07-01,filip helander,/filip-helander/profil/spieler/198067,Hellas Verona,FC Bologna,2000000,1993/04/22,Sweden,2018,2018,2017,2017,filip helander_Sweden_1993/04/22_2018,filip helander_Sweden_1993/04/22_2017,filip helander,1993/04/21,2017,Sweden,Defender,835,450,385,11,5,6,1,0,1,0,0,0,0,0,1,0,1,11,6,5,3,0,-1,-1,-1,0.11,0.0,0.11,0.0,0.23,835.0,1.19,76.0,76.0,278.0,0.0,0.32,2017,filip helander_Sweden_1993/04/22_2017,2017,207555,F. Helander,filip viktor helander,23,1993/04/22,192,83,Sweden,bologna,Italian Serie A,1,74,79,1,2,0,2017,60,33,45,44,75,77,0,0,0,0,0,0,30,28,72,55,21,34,39,40,48,52,54,64,56,69,54,58,70,64,82,25,82,77,24,45,34,76,76,66,15,8,10,7,16,2017,filip helander_Sweden_1993/04/22_2017,1,1
101,2017-07-01,ruslan malinovskyi,/ruslan-malinovskyi/profil/spieler/207877,Shakhtar D.,KRC Genk,2000000,1993/05/04,Ukraine,2018,2018,2017,2017,ruslan malinovskyi_Ukraine_1993/05/04_2018,ruslan malinovskyi_Ukraine_1993/05/04_2017,ruslan malinovskiy,1993/05/03,2017,Ukraine,Midfielder,841,326,515,10,4,6,2,0,2,3,1,2,0,0,6,2,4,3,1,2,3,0,79,18,-1,0.54,0.32,0.21,0.0,0.35,420.0,0.32,280.0,84.0,280.0,280.0,0.32,2017,ruslan malinovskyi_Ukraine_1993/05/04_2017,2017,231969,R. Malinovskyi,ruslan malinovskyi,23,1993/05/04,181,79,Ukraine,krc genk,Belgian Jupiler Pro League,1,72,76,1,3,2009-07-01,2020,71,72,72,70,49,67,0,0,0,0,0,0,70,71,69,72,72,71,73,74,71,72,72,70,64,71,65,76,69,67,68,75,65,48,68,72,66,37,56,46,6,6,12,15,13,2017,ruslan malinovskyi_Ukraine_1993/05/04_2017,1,1
102,2017-07-01,djibril sow,/djibril-sow/profil/spieler/212723,Bor. M'gladbach,BSC Young Boys,2000000,1997/02/06,Switzerland,2018,2018,2017,2017,djibril sow_Switzerland_1997/02/06_2018,djibril sow_Switzerland_1997/02/06_2017,djibril sow,1997/02/06,2017,Switzerland,Midfielder,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,,,,,,,,,0.0,,,,2017,djibril sow_Switzerland_1997/02/06_2017,2017,229752,D. Sow,djibril sow,19,1997/02/06,184,77,Switzerland,borussia monchengladbach,German 1. Bundesliga,1,59,78,1,3,2015-07-01,2020,67,48,59,61,48,54,0,0,0,0,0,0,54,42,52,62,41,60,51,47,64,62,65,68,66,56,69,60,63,50,58,48,49,40,58,58,55,46,54,49,6,12,9,7,8,2017,djibril sow_Switzerland_1997/02/06_2017,1,1
103,2017-07-01,baptiste guillaume,/baptiste-guillaume/profil/spieler/264567,LOSC Lille,SCO Angers,2000000,1995/06/16,Belgium,2018,2018,2017,2017,baptiste guillaume_Belgium_1995/06/16_2018,baptiste guillaume_Belgium_1995/06/16_2017,baptiste guillaume,1995/06/15,2017,Belgium,Forward,2258,1009,1249,31,16,15,9,6,3,4,2,2,0,0,10,6,4,30,11,19,2,0,37,82,-1,0.52,0.16,0.36,0.54,0.22,251.0,1.2,75.0,73.0,1129.0,564.0,0.08,2017,baptiste guillaume_Belgium_1995/06/16_2017,2017,213839,B. Guillaume,baptiste guillaume,21,1995/06/16,189,77,Belgium,rc strasbourg alsace,French Ligue 2,2,69,76,1,2,0,2017,53,66,56,68,25,66,0,0,0,0,0,0,58,68,72,68,58,68,36,29,51,71,67,42,68,62,56,72,65,56,77,58,49,19,73,50,59,20,18,22,13,10,8,12,7,2017,baptiste guillaume_Belgium_1995/06/16_2017,1,1
104,2017-07-01,jordi vanlerberghe,/jordi-vanlerberghe/profil/spieler/235275,KV Mechelen,FC Bruges,1900000,1996/06/27,Belgium,2018,2018,2017,2017,jordi vanlerberghe_Belgium_1996/06/27_2018,jordi vanlerberghe_Belgium_1996/06/27_2017,jordi vanlerberghe,1996/06/26,2017,Belgium,Defender,874,476,398,13,7,6,1,1,0,0,0,0,0,0,5,4,1,12,5,7,3,0,143,276,75,0.1,0.0,0.1,0.19,0.0,874.0,1.24,73.0,67.0,291.0,0.0,0.31,2017,jordi vanlerberghe_Belgium_1996/06/27_2017,2017,212121,J. Vanlerberghe,jordi vanlerberghe,20,1996/06/27,189,82,Belgium,kv mechelen,Belgian Jupiler Pro League,1,65,75,1,2,2012-07-01,2019,71,58,62,64,63,69,0,0,0,0,0,0,62,52,64,64,57,64,61,58,63,65,74,68,64,64,58,71,38,69,75,61,62,64,51,57,54,61,65,64,15,14,10,13,11,2017,jordi vanlerberghe_Belgium_1996/06/27_2017,1,1
105,2017-07-01,gaetano castrovilli,/gaetano-castrovilli/profil/spieler/303116,Bari,Fiorentina,1900000,1997/02/17,Italy,2018,2018,2017,2017,gaetano castrovilli_Italy_1997/02/17_2018,gaetano castrovilli_Italy_1997/02/17_2017,gaetano castrovilli,1997/02/17,2017,Italy,Midfielder,148,46,102,10,4,6,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,2017,gaetano castrovilli_Italy_1997/02/17_2017,2017,225014,G. Castrovilli,gaetano castrovilli,19,1997/02/17,176,62,Italy,bari,Italian Serie B,2,64,78,1,3,2014-07-01,2018,69,52,64,64,48,38,0,0,0,0,0,0,58,55,49,70,48,58,56,41,67,68,72,67,85,43,75,60,53,45,30,32,45,50,67,65,55,46,45,54,14,12,11,11,15,2017,gaetano castrovilli_Italy_1997/02/17_2017,1,1
106,2017-07-01,danny ward,/danny-ward/profil/spieler/124172,Rotherham,Cardiff,1800000,1991/12/11,England,2018,2018,2017,2017,danny ward_England_1991/12/11_2018,danny ward_England_1991/12/11_2017,danny ward,1990/12/09,2017,England,Forward,3468,1674,1794,41,20,21,10,3,7,4,2,2,0,1,3,3,0,71,24,47,4,0,82,179,-1,0.36,0.1,0.26,0.16,0.35,347.0,1.84,49.0,85.0,867.0,867.0,0.1,2017,danny ward_England_1991/12/11_2017,2017,194319,D. Ward,danny ward,25,1990/12/09,180,88,England,rotherham united,English League Championship,2,68,70,1,3,2015-01-12,2017,79,67,63,66,35,72,0,0,0,0,0,0,64,65,65,63,63,66,60,63,61,65,78,79,72,64,68,75,89,75,76,64,54,23,64,63,64,36,33,32,13,11,15,11,8,2017,danny ward_England_1991/12/11_2017,1,1
107,2017-07-01,craig gardner,/craig-gardner/profil/spieler/37171,West Brom,Birmingham,1750000,1986/11/25,England,2018,2018,2017,2017,craig gardner_England_1986/11/25_2018,craig gardner_England_1986/11/25_2017,craig gardner,1986/11/25,2017,England,Midfielder,1825,812,1013,29,14,15,2,2,0,1,1,0,1,0,8,6,2,27,11,16,5,1,-1,-1,-1,0.15,0.05,0.1,0.22,0.0,912.0,1.33,68.0,63.0,304.0,1825.0,0.3,2017,craig gardner_England_1986/11/25_2017,2017,178487,C. Gardner,craig gardner,29,1986/11/25,176,81,England,west bromwich albion,English Premier League,1,76,76,2,2,2014-07-01,2017,54,75,73,72,71,80,0,0,0,0,0,0,70,65,68,76,71,70,70,74,75,76,55,53,69,76,74,87,66,91,73,84,87,70,72,71,81,70,72,73,12,9,9,16,14,2017,craig gardner_England_1986/11/25_2017,1,1
108,2017-07-01,massimo coda,/massimo-coda/profil/spieler/33763,Salernitana,Benevento,1700000,1988/11/10,Italy,2018,2018,2017,2017,massimo coda_Italy_1988/11/10_2018,massimo coda_Italy_1988/11/10_2017,massimo coda,1988/11/10,2017,Italy,Forward,3511,1841,1670,40,21,19,16,9,7,6,4,2,2,0,14,9,5,36,16,20,4,1,26,79,-1,0.56,0.15,0.41,0.44,0.38,219.0,0.92,98.0,88.0,702.0,585.0,0.13,2017,massimo coda_Italy_1988/11/10_2017,2017,185144,M. Coda,massimo coda,27,1988/11/10,184,72,Italy,us salernitana 1919,Italian Serie B,2,69,69,1,2,2015-08-31,2018,64,68,45,66,24,57,0,0,0,0,0,0,39,74,67,52,54,64,55,56,39,70,66,63,60,69,61,68,34,56,63,57,48,26,73,37,65,17,17,16,15,10,7,11,16,2017,massimo coda_Italy_1988/11/10_2017,1,1
109,2017-07-01,mateusz klich,/mateusz-klich/profil/spieler/92738,FC Twente,Leeds United,1700000,1990/06/13,Poland,2018,2018,2017,2017,mateusz klich_Poland_1990/06/13_2018,mateusz klich_Poland_1990/06/13_2017,mateusz klich,1990/06/12,2017,Poland,Midfielder,2603,1350,1253,29,15,14,6,4,2,4,2,2,6,0,8,5,3,36,17,19,8,0,-1,-1,-1,0.35,0.14,0.21,0.27,0.14,434.0,1.24,72.0,90.0,325.0,651.0,0.28,2017,mateusz klich_Poland_1990/06/13_2017,2017,192955,M. Klich,mateusz klich,26,1990/06/13,182,75,Poland,fc twente,Holland Eredivisie,1,70,73,1,3,2016-08-26,2019,68,63,69,71,46,59,0,0,0,0,0,0,61,64,48,73,59,71,69,66,71,72,69,68,67,72,70,65,64,73,54,63,51,57,67,71,50,43,44,35,11,16,12,11,14,2017,mateusz klich_Poland_1990/06/13_2017,1,1
110,2017-07-01,igor lichnovsky,/igor-lichnovsky/profil/spieler/209513,FC Porto B,Necaxa,1700000,1994/03/07,Chile,2018,2018,2017,2017,igor lichnovsky_Chile_1994/03/07_2018,igor lichnovsky_Chile_1994/03/07_2017,igor lichnovsky osorio,1994/03/07,2017,Chile,Defender,1379,640,739,18,8,10,1,1,0,0,0,0,0,0,6,3,3,14,3,11,5,0,215,118,57,0.07,0.0,0.07,0.14,0.0,1379.0,0.91,98.0,77.0,276.0,0.0,0.33,2017,igor lichnovsky_Chile_1994/03/07_2017,2017,214408,I. Lichnovsky,igor lichnovsky osorio,22,1994/03/07,185,79,Chile,real valladolid cf,Spanish Segunda División,2,69,77,1,2,2014-07-01,2018,71,33,44,55,69,69,0,0,0,0,0,0,38,25,69,56,26,49,26,27,48,57,72,70,67,61,72,61,81,60,73,23,69,65,40,34,31,66,72,74,10,9,12,15,15,2017,igor lichnovsky_Chile_1994/03/07_2017,1,1
111,2017-07-01,nicolas lombaerts,/nicolas-lombaerts/profil/spieler/20587,Zenit S-Pb,KV Oostende,1500000,1985/03/20,Belgium,2018,2018,2017,2017,nicolas lombaerts_Belgium_1985/03/20_2018,nicolas lombaerts_Belgium_1985/03/20_2017,nicolas lombaerts,1985/03/20,2017,Belgium,Defender,502,322,180,8,6,2,0,0,0,0,0,0,0,0,5,3,2,2,2,0,2,1,285,283,5,0.0,0.0,0.0,0.0,0.0,0.0,0.36,251.0,63.0,167.0,0.0,0.54,2017,nicolas lombaerts_Belgium_1985/03/20_2017,2017,163492,N. Lombaerts,nicolas lombaerts,31,1985/03/20,188,83,Belgium,zenit st. petersburg,Russian Premier League,1,79,79,2,2,2007-07-01,2018,41,48,65,57,80,77,0,0,0,0,0,0,63,38,83,75,43,55,59,65,71,59,33,48,56,72,54,67,77,70,82,53,71,79,39,48,48,81,81,77,16,10,6,15,13,2017,nicolas lombaerts_Belgium_1985/03/20_2017,1,1
112,2017-07-01,mathieu valbuena,/mathieu-valbuena/profil/spieler/40687,Ol. Lyonnais,Fenerbahce,1500000,1984/09/28,France,2018,2018,2017,2017,mathieu valbuena_France_1984/09/28_2018,mathieu valbuena_France_1984/09/28_2017,mathieu valbuena,1984/09/27,2017,France,Midfielder,1488,709,779,30,16,14,8,5,3,5,1,4,0,0,11,7,4,19,9,10,6,0,20,19,-1,0.79,0.3,0.48,0.63,0.35,186.0,1.15,78.0,50.0,248.0,298.0,0.36,2017,mathieu valbuena_France_1984/09/28_2017,2017,177326,M. Valbuena,mathieu valbuena,31,1984/09/28,167,58,France,olympique lyonnais,French Ligue 1,1,79,79,3,4,2015-08-11,2018,83,70,78,82,29,48,0,0,0,0,0,0,80,66,50,78,72,80,82,80,75,81,85,82,91,76,93,75,42,73,35,74,52,34,73,78,65,21,26,34,14,12,8,6,8,2017,mathieu valbuena_France_1984/09/28_2017,1,1
113,2017-07-01,stefan kutschke,/stefan-kutschke/profil/spieler/51069,1.FC Nürnberg,FC Ingolstadt,1500000,1988/11/03,Germany,2018,2018,2017,2017,stefan kutschke_Germany_1988/11/03_2018,stefan kutschke_Germany_1988/11/03_2017,stefan kutschke,1988/11/03,2017,Germany,Forward,2333,1046,1287,32,15,17,16,10,6,3,1,2,2,1,9,5,4,30,11,19,5,0,6,101,-1,0.73,0.12,0.62,0.86,0.42,146.0,1.16,78.0,73.0,467.0,778.0,0.19,2017,stefan kutschke_Germany_1988/11/03_2017,2017,216377,S. Kutschke,stefan kutschke,27,1988/11/03,194,93,Germany,sg dynamo dresden,German 2. Bundesliga,2,66,66,1,2,0,2017,54,67,41,54,33,77,0,0,0,0,0,0,38,64,75,44,57,54,37,29,34,59,53,55,46,63,36,78,49,60,87,63,81,20,66,50,70,22,42,26,9,11,11,14,10,2017,stefan kutschke_Germany_1988/11/03_2017,1,1
114,2017-07-01,giancarlo gonzalez,/giancarlo-gonzalez/profil/spieler/111893,Palermo,FC Bologna,1500000,1988/02/08,Costa Rica,2018,2018,2017,2017,giancarlo gonzalez_Costa Rica_1988/02/08_2018,giancarlo gonzalez_Costa Rica_1988/02/08_2017,giancarlo gonzalez,1988/02/08,2017,Costa Rica,Defender,1660,745,915,21,10,11,1,1,0,0,0,0,0,0,2,2,0,40,14,26,10,2,208,403,184,0.05,0.0,0.05,0.12,0.0,1660.0,2.17,42.0,79.0,138.0,0.0,0.65,2017,giancarlo gonzalez_Costa Rica_1988/02/08_2017,2017,208379,G. González,giancarlo gonzalez castro,28,1988/02/08,186,78,Costa Rica,palermo,Italian Serie A,1,77,77,1,2,2014-08-26,2018,74,45,52,59,78,71,0,0,0,0,0,0,33,40,73,67,38,53,45,22,67,66,79,69,59,79,61,68,72,69,69,41,79,78,37,45,35,79,79,78,9,10,10,15,12,2017,giancarlo gonzalez_Costa Rica_1988/02/08_2017,1,1
115,2017-07-01,francisco portillo,/francisco-portillo/profil/spieler/138803,Real Betis,FC Getafe,1500000,1990/06/13,Spain,2018,2018,2017,2017,francisco portillo_Spain_1990/06/13_2018,francisco portillo_Spain_1990/06/13_2017,francisco portillo,1990/06/12,2017,Spain,Midfielder,2794,1541,1253,37,20,17,4,2,2,0,0,0,0,0,15,10,5,27,11,16,7,0,133,235,-1,0.13,0.0,0.13,0.12,0.14,698.0,0.87,103.0,76.0,399.0,0.0,0.23,2017,francisco portillo_Spain_1990/06/13_2017,2017,193844,Portillo,francisco portillo soler,26,1990/06/13,169,63,Spain,getafe cf,Spanish Segunda División,2,72,73,1,3,0,2017,68,63,72,77,23,52,0,0,0,0,0,0,68,69,39,76,58,75,71,56,70,78,71,66,77,71,88,55,63,48,57,63,43,28,70,74,48,19,17,22,14,15,8,16,11,2017,francisco portillo_Spain_1990/06/13_2017,1,1
116,2017-07-01,hany mukhtar,/hany-mukhtar/profil/spieler/146155,Benfica,Bröndby IF,1500000,1995/03/21,Germany,2018,2018,2017,2017,hany mukhtar_Germany_1995/03/21_2018,hany mukhtar_Germany_1995/03/21_2017,hany mukhtar,1995/03/21,2017,Germany,Midfielder,2446,1294,1152,29,15,14,6,5,1,0,0,0,0,0,10,4,6,25,17,8,7,0,57,26,-1,0.22,0.0,0.22,0.35,0.08,408.0,0.92,98.0,84.0,349.0,0.0,0.26,2017,hany mukhtar_Germany_1995/03/21_2017,2017,210021,H. Mukhtar,hany mukhtar,21,1995/03/21,172,69,Germany,brondby if,Danish Superliga,1,71,82,1,3,0,2017,74,64,66,74,38,51,0,0,0,0,0,0,68,62,40,72,54,71,49,70,52,75,73,75,86,72,85,70,68,63,49,65,36,43,62,69,60,30,40,43,15,10,9,9,12,2017,hany mukhtar_Germany_1995/03/21_2017,1,1
117,2017-07-01,jean-paul boetius,/jean-paul-boetius/profil/spieler/182574,FC Bâle,Feyenoord,1500000,1994/03/22,Netherlands,2018,2018,2017,2017,jean-paul boetius_Netherlands_1994/03/22_2018,jean-paul boetius_Netherlands_1994/03/22_2017,jean-paul boetius,1994/03/22,2017,Netherlands,Forward,353,191,162,8,5,3,0,0,0,0,0,0,0,0,3,1,2,4,3,1,1,0,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,1.02,88.0,44.0,353.0,0.0,0.25,2017,jean-paul boetius_Netherlands_1994/03/22_2017,2017,205402,J. Boëtius,jean-paul boetius,22,1994/03/22,178,67,Netherlands,fc basel 1893,Swiss Super League,1,74,81,1,4,2015-08-03,2019,88,70,69,79,27,49,0,0,0,0,0,0,67,71,36,68,65,79,80,58,73,77,92,85,90,67,72,70,67,72,38,74,41,23,64,68,63,28,26,25,15,12,9,11,9,2017,jean-paul boetius_Netherlands_1994/03/22_2017,1,1
118,2017-07-01,pieter gerkens,/pieter-gerkens/profil/spieler/183383,Saint-Trond,RSC Anderlecht,1500000,1995/02/17,Belgium,2018,2018,2017,2017,pieter gerkens_Belgium_1995/02/17_2018,pieter gerkens_Belgium_1995/02/17_2017,pieter gerkens,1995/08/12,2017,Belgium,Midfielder,1698,772,926,27,13,14,6,3,3,1,0,1,0,0,5,4,1,25,9,16,0,0,36,157,-1,0.37,0.05,0.32,0.35,0.29,283.0,1.33,68.0,63.0,0.0,1698.0,0.0,2017,pieter gerkens_Belgium_1995/02/17_2017,2017,216334,P. Gerkens,pieter gerkens,21,1995/02/17,180,66,Belgium,sint-truidense vv,Belgian Jupiler Pro League,1,67,75,1,2,2016-01-26,2018,48,53,66,65,62,62,0,0,0,0,0,0,68,47,50,70,64,63,37,40,71,68,60,38,67,65,72,68,55,71,59,47,58,68,61,67,42,58,66,63,12,10,10,9,13,2017,pieter gerkens_Belgium_1995/02/17_2017,1,1
119,2017-07-01,stef peeters,/stef-peeters/profil/spieler/208542,Saint-Trond,SM Caen,1350000,1992/02/09,Belgium,2018,2018,2017,2017,stef peeters_Belgium_1992/02/09_2018,stef peeters_Belgium_1992/02/09_2017,stef peeters,1992/02/09,2017,Belgium,Midfielder,2227,1291,936,27,15,12,4,2,2,10,8,2,0,0,5,4,1,34,17,17,6,0,103,5,-1,0.57,0.4,0.16,0.14,0.19,557.0,1.37,66.0,82.0,371.0,223.0,0.24,2017,stef peeters_Belgium_1992/02/09_2017,2017,206577,S. Peeters,stef peeters,24,1992/02/09,188,75,Belgium,sint-truidense vv,Belgian Jupiler Pro League,1,67,70,1,3,2016-07-01,2018,67,59,71,67,53,62,0,0,0,0,0,0,74,48,55,70,66,68,80,74,75,71,66,68,53,60,60,68,68,70,65,70,44,49,60,65,70,50,56,54,12,13,13,14,7,2017,stef peeters_Belgium_1992/02/09_2017,1,1
120,2017-07-01,pablo piatti,/pablo-piatti/profil/spieler/56067,FC Valencia,Esp. Barcelona,1300000,1989/03/31,Argentina,2018,2018,2017,2017,pablo piatti_Argentina_1989/03/31_2018,pablo piatti_Argentina_1989/03/31_2017,pablo piatti,1989/03/30,2017,Argentina,Midfielder,2351,1079,1272,30,14,16,10,6,4,10,4,6,1,0,10,4,6,32,13,19,8,0,44,12,-1,0.77,0.38,0.38,0.5,0.28,235.0,1.23,73.0,78.0,294.0,235.0,0.31,2017,pablo piatti_Argentina_1989/03/31_2017,2017,183899,P. Piatti,pablo daniel piatti,27,1989/03/31,163,63,Argentina,rcd espanyol,Spain Primera Division,1,78,78,2,4,0,2017,83,70,73,81,42,57,0,0,0,0,0,0,76,73,71,75,72,82,81,58,63,78,88,79,85,73,91,63,76,65,52,70,55,51,80,74,59,36,35,38,10,8,13,8,10,2017,pablo piatti_Argentina_1989/03/31_2017,1,1
121,2017-07-01,jerome gondorf,/jerome-gondorf/profil/spieler/77108,SV Darmstadt 98,Werder Bremen,1200000,1988/06/26,Germany,2018,2018,2017,2017,jerome gondorf_Germany_1988/06/26_2018,jerome gondorf_Germany_1988/06/26_2017,jerome gondorf,1988/06/25,2017,Germany,Midfielder,2552,1398,1154,29,16,13,3,2,1,4,2,2,1,0,3,3,0,41,22,19,7,0,153,98,-1,0.25,0.14,0.11,0.13,0.08,851.0,1.45,62.0,88.0,365.0,638.0,0.25,2017,jerome gondorf_Germany_1988/06/26_2017,2017,211907,J. Gondorf,jerome gondorf,28,1988/06/26,175,76,Germany,sv darmstadt 98,German 1. Bundesliga,1,75,75,2,3,2013-07-01,2017,70,66,73,75,68,81,0,0,0,0,0,0,68,63,59,77,57,74,68,67,74,77,76,65,75,69,79,73,83,89,76,69,82,68,65,73,62,68,69,73,8,9,9,16,9,2017,jerome gondorf_Germany_1988/06/26_2017,1,1
122,2017-07-01,richairo zivkovic,/richairo-zivkovic/profil/spieler/252755,Ajax,KV Oostende,1200000,1996/09/05,Netherlands,2018,2018,2017,2017,richairo zivkovic_Netherlands_1996/09/05_2018,richairo zivkovic_Netherlands_1996/09/05_2017,richairo zivkovic,1996/09/04,2017,Netherlands,Forward,1984,1063,921,34,17,17,9,7,2,2,0,2,0,0,13,8,5,21,10,11,1,0,43,153,-1,0.5,0.09,0.41,0.59,0.2,220.0,0.95,94.0,58.0,1984.0,992.0,0.05,2017,richairo zivkovic_Netherlands_1996/09/05_2017,2017,212210,R. Živković,richairo zivkovic,19,1996/09/05,186,75,Netherlands,fc utrecht,Holland Eredivisie,1,68,77,1,3,0,2017,79,68,55,67,19,62,0,0,0,0,0,0,42,65,64,61,71,65,48,41,60,68,77,81,77,64,64,75,74,63,67,67,44,15,63,61,63,16,12,13,7,7,7,13,9,2017,richairo zivkovic_Netherlands_1996/09/05_2017,1,1
123,2017-07-01,robin gosens,/robin-gosens/profil/spieler/273132,Almelo,Atalanta BC,1170000,1994/07/05,Germany,2018,2018,2017,2017,robin gosens_Germany_1994/07/05_2018,robin gosens_Germany_1994/07/05_2017,robin gosens,1994/07/04,2017,Germany,Defender,2329,1185,1144,28,15,13,2,0,2,4,2,2,0,0,4,4,0,39,15,24,4,0,173,96,84,0.23,0.15,0.08,0.0,0.16,1164.0,1.51,60.0,83.0,582.0,582.0,0.15,2017,robin gosens_Germany_1994/07/05_2017,2017,223697,R. Gosens,robin gosens,21,1994/07/05,183,76,Germany,heracles almelo,Holland Eredivisie,1,71,75,1,2,2015-07-01,2018,72,62,66,70,69,71,0,0,0,0,0,0,66,57,57,68,60,71,70,59,62,72,73,72,69,62,66,73,91,81,65,67,69,72,57,64,52,67,71,75,7,16,15,16,10,2017,robin gosens_Germany_1994/07/05_2017,1,1
124,2017-07-01,emyr huws,/emyr-huws/profil/spieler/121474,Cardiff,Ipswich Town,1150000,1993/09/30,Wales,2018,2018,2017,2017,emyr huws_Wales_1993/09/30_2018,emyr huws_Wales_1993/09/30_2017,emyr huws,1993/09/29,2017,Wales,Midfielder,1143,508,635,16,8,8,3,2,1,1,1,0,0,0,2,1,1,20,8,12,1,0,101,228,-1,0.31,0.08,0.24,0.35,0.14,381.0,1.57,57.0,71.0,1143.0,1143.0,0.08,2017,emyr huws_Wales_1993/09/30_2017,2017,205163,E. Huws,emyr huws,22,1993/09/30,177,73,Wales,cardiff city,English League Championship,2,67,76,1,3,2016-08-12,2019,70,60,69,65,58,66,0,0,0,0,0,0,64,58,49,72,43,63,54,56,71,69,72,68,66,67,58,65,62,74,63,62,63,64,60,72,66,51,64,56,13,6,6,9,6,2017,emyr huws_Wales_1993/09/30_2017,1,1
125,2017-07-01,barry douglas,/barry-douglas/profil/spieler/91854,Konyaspor,Wolverhampton,1140000,1989/09/04,Scotland,2018,2018,2017,2017,barry douglas_Scotland_1989/09/04_2018,barry douglas_Scotland_1989/09/04_2017,barry douglas,1989/09/03,2017,Scotland,Defender,1761,992,769,22,12,10,0,0,0,5,2,3,0,0,5,2,3,23,13,10,6,1,228,32,79,0.26,0.26,0.0,0.0,0.0,0.0,1.18,77.0,80.0,252.0,352.0,0.36,2017,barry douglas_Scotland_1989/09/04_2017,2017,200443,B. Douglas,barry douglas,26,1989/09/04,175,64,Scotland,atiker konyaspor,Turkish Süper Lig,1,71,72,1,3,2016-01-21,2018,80,49,70,66,67,66,0,0,0,0,0,0,77,35,65,66,27,64,79,78,68,65,77,82,75,59,73,66,74,84,54,58,70,64,65,69,69,70,67,70,11,13,9,12,12,2017,barry douglas_Scotland_1989/09/04_2017,1,1
126,2017-07-01,declan rudd,/declan-rudd/profil/spieler/74088,Norwich,Preston NE,1140000,1991/01/16,England,2018,2018,2017,2017,declan rudd_England_1991/01/16_2018,declan rudd_England_1991/01/16_2017,declan rudd,1991/01/16,2017,England,Goalkeeper,3420,1800,1620,38,20,18,0,0,0,0,0,0,0,0,8,7,1,41,14,27,1,0,534,578,88,0.0,0.0,0.0,0.0,0.0,0.0,1.08,83.0,90.0,3420.0,0.0,0.03,2017,declan rudd_England_1991/01/16_2017,2017,188657,D. Rudd,declan rudd,25,1991/01/16,191,85,England,charlton athletic,English League One,3,71,75,1,1,0,2017,0,0,0,0,0,0,75,68,65,74,50,66,15,12,14,36,14,20,15,13,36,23,54,46,50,64,34,12,46,31,64,19,24,22,13,31,43,13,13,14,75,68,65,66,74,2017,declan rudd_England_1991/01/16_2017,1,1
127,2017-07-01,joe garner,/joe-garner/profil/spieler/46111,Glasgow Rangers,Ipswich Town,1100000,1988/04/12,England,2018,2018,2017,2017,joe garner_England_1988/04/12_2018,joe garner_England_1988/04/12_2017,joe garner,1988/04/11,2017,England,Forward,168,90,78,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,1.61,56.0,84.0,168.0,0.0,0.54,2017,joe garner_England_1988/04/12_2017,2017,169498,J. Garner,joe garner,28,1988/04/12,178,73,England,rangers fc,Scottish Premiership,1,70,70,1,3,2016-08-20,2019,77,69,54,66,43,81,0,0,0,0,0,0,49,72,75,58,67,64,49,43,52,65,76,77,72,65,74,69,93,75,79,62,92,36,69,55,72,36,45,35,10,15,15,12,15,2017,joe garner_England_1988/04/12_2017,1,1
